property_id,neighborhood,property_type,house_style,year_built,overall_quality,overall_condition,sale_price,lot_area,living_area_sqft,bedrooms,bathrooms,total_rooms,garage_spaces,garage_area,central_air,fireplaces,has_basement,finished_basement_sqft,has_deck,has_porch,has_pool,has_fence,kitchen_quality,exterior_quality,heating_quality,garage_quality,amenity_count,completeness_score,recommended_keywords,quality_label
904301070,Edwards,Duplex 1Story Class 90,1Story,1987,5,5,179000,10800,1200,3,3.0,5,0.0,0.0,1,0,1,1200.0,1,0,0,0,TA,TA,TA,NA,4,100,"Edwards, 1Story, central air, basement, deck",Medium Quality
904301100,Edwards,Duplex SFoyer Class 90,SFoyer,1978,5,5,159900,10547,1152,2,2.0,6,1.0,252.0,1,0,1,1152.0,0,0,0,0,TA,TA,TA,TA,4,100,"Edwards, SFoyer, central air, garage, basement",Medium Quality
904301375,Edwards,1Fam 1Story Class 30,1Story,1922,1,1,61000,10020,904,1,0.5,4,0.0,0.0,0,0,1,350.0,0,0,0,0,Fa,Fa,Gd,NA,2,90,"Edwards, 1Story, , basement",Low Quality
904351200,Edwards,1Fam 2Story Class 70,2Story,1925,6,6,103600,6629,1369,3,2.0,6,1.0,300.0,0,0,1,551.0,1,0,0,0,TA,TA,TA,TA,4,100,"Edwards, 2Story, garage, basement, deck",Medium Quality
904351240,Edwards,1Fam 1.5Fin Class 50,1.5Fin,1934,5,3,63000,9780,1112,4,2.0,6,1.0,226.0,0,0,1,0.0,0,0,0,0,TA,TA,TA,Po,2,90,"Edwards, 1.5Fin, garage, basement",Medium Quality
905101260,Sawyer,1Fam SLvl Class 80,SLvl,1963,5,6,175000,12886,1464,3,2.0,6,2.0,480.0,1,1,1,444.0,1,0,0,0,TA,TA,Ex,TA,6,100,"Sawyer, SLvl, central air, garage, basement, fireplace, deck",Medium Quality
905101490,Sawyer,1Fam 1Story Class 20,1Story,1963,5,6,139000,8816,1121,3,1.0,5,2.0,480.0,1,0,1,651.0,0,1,0,1,TA,TA,TA,TA,6,100,"Sawyer, 1Story, central air, garage, basement, , porch",Medium Quality
905103040,Sawyer,1Fam 2Story Class 60,2Story,1978,6,5,172500,11184,1683,3,2.5,7,2.0,440.0,1,1,1,726.0,1,0,0,0,TA,TA,Gd,TA,6,100,"Sawyer, 2Story, central air, garage, basement, fireplace, deck",Medium Quality
905103070,Sawyer,1Fam 1Story Class 20,1Story,1967,5,6,113500,11625,1052,3,1.5,6,1.0,668.0,1,1,1,527.0,0,1,0,0,TA,TA,TA,TA,6,100,"Sawyer, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
905105190,Sawyer,1Fam 1Story Class 20,1Story,1967,5,7,130000,7800,899,3,1.0,5,1.0,288.0,1,0,1,450.0,1,0,0,1,Gd,TA,Ex,TA,6,100,"Sawyer, 1Story, central air, garage, basement, deck",Medium Quality
905107310,Sawyer,1Fam SFoyer Class 85,SFoyer,1978,6,5,149900,8014,1034,3,1.0,5,2.0,504.0,1,1,1,456.0,0,0,0,0,TA,TA,TA,TA,5,100,"Sawyer, SFoyer, central air, garage, basement, fireplace",Medium Quality
905108190,Sawyer,1Fam SFoyer Class 85,SFoyer,1982,5,5,134900,7252,858,2,1.0,5,2.0,576.0,1,0,1,685.0,1,0,0,0,TA,TA,TA,TA,5,100,"Sawyer, SFoyer, central air, garage, basement, deck",Medium Quality
905108220,Sawyer,1Fam SFoyer Class 85,SFoyer,1982,5,6,137000,8740,860,2,1.0,4,2.0,528.0,1,0,1,672.0,0,0,0,0,TA,TA,TA,TA,4,100,"Sawyer, SFoyer, central air, garage, basement",Medium Quality
905200220,Sawyer,1Fam 1Story Class 20,1Story,1962,5,5,139000,11616,1092,3,1.0,6,1.0,288.0,1,1,1,840.0,0,1,0,0,TA,TA,TA,TA,6,100,"Sawyer, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
905200260,Sawyer,1Fam SLvl Class 80,SLvl,1961,5,5,165000,15400,1774,4,2.0,8,1.0,384.0,1,1,1,0.0,1,1,0,0,TA,TA,TA,TA,6,100,"Sawyer, SLvl, central air, garage, basement, fireplace, deck, porch",Medium Quality
905200350,Sawyer,1Fam SLvl Class 80,SLvl,1960,6,5,148000,15312,1138,3,1.0,6,2.0,480.0,1,1,1,588.0,0,0,0,1,TA,TA,Ex,TA,6,100,"Sawyer, SLvl, central air, garage, basement, fireplace",Medium Quality
905225090,ClearCr,1Fam SLvl Class 80,SLvl,1956,5,5,165000,15584,2071,4,1.5,9,1.0,336.0,1,1,1,0.0,1,1,0,0,TA,TA,Ex,TA,6,100,"ClearCr, SLvl, central air, garage, basement, fireplace, deck, porch",Medium Quality
905228050,Sawyer,1Fam 1Story Class 20,1Story,1947,2,2,63900,9000,660,2,1.0,5,0.0,0.0,0,0,0,0.0,0,0,0,0,Fa,TA,Fa,NA,0,90,"Sawyer, 1Story",Low Quality
905229040,ClearCr,1Fam 1.5Fin Class 50,1.5Fin,1957,4,5,161500,11250,1788,5,1.0,8,1.0,304.0,1,2,1,0.0,1,0,0,0,TA,TA,Ex,TA,5,100,"ClearCr, 1.5Fin, central air, garage, basement, fireplace, deck",Low Quality
905325020,ClearCr,1Fam 1Story Class 20,1Story,1968,5,8,143000,25095,1473,1,1.0,5,1.0,452.0,1,2,1,1324.0,0,1,0,0,Ex,TA,Ex,TA,6,100,"ClearCr, 1Story, central air, garage, basement, fireplace, porch",Medium Quality
905377010,Edwards,1Fam 1Story Class 20,1Story,1956,4,6,135000,17140,1229,3,1.0,6,1.0,284.0,1,0,1,1059.0,0,0,0,0,TA,TA,Ex,TA,4,100,"Edwards, 1Story, central air, garage, basement",Low Quality
905377130,Edwards,1Fam 1Story Class 30,1Story,1940,4,5,82500,12342,861,1,1.0,4,2.0,539.0,1,0,1,262.0,1,0,0,0,TA,TA,Ex,TA,5,100,"Edwards, 1Story, central air, garage, basement, deck",Low Quality
905401100,ClearCr,1Fam 1Story Class 20,1Story,1955,5,5,190000,10708,1867,2,1.0,7,1.0,303.0,1,3,1,1147.0,1,0,0,1,TA,Gd,Ex,TA,7,100,"ClearCr, 1Story, central air, garage, basement, fireplace, deck",Medium Quality
905402060,Edwards,1Fam 1Story Class 20,1Story,1955,3,5,139600,13680,1733,4,2.0,8,2.0,452.0,1,1,0,0.0,0,0,0,0,TA,TA,Ex,TA,3,100,"Edwards, 1Story, central air, garage, fireplace",Low Quality
905402070,Edwards,1Fam 1Story Class 20,1Story,1954,4,5,122000,15635,1383,2,1.0,6,2.0,498.0,1,0,0,0.0,0,0,0,0,TA,TA,TA,Fa,2,90,"Edwards, 1Story, central air, garage",Low Quality
905450020,Edwards,1Fam 1Story Class 20,1Story,1956,6,5,127500,9855,1689,3,1.0,7,2.0,480.0,1,1,1,0.0,0,0,0,1,TA,TA,Fa,TA,5,100,"Edwards, 1Story, central air, garage, basement, fireplace",Medium Quality
905451300,Edwards,1Fam 1Story Class 20,1Story,1956,5,5,121500,9571,1073,2,1.0,5,1.0,340.0,1,0,1,257.0,0,0,0,1,TA,TA,TA,TA,5,100,"Edwards, 1Story, central air, garage, basement",Medium Quality
905451340,Edwards,1Fam 1Story Class 20,1Story,1958,5,3,60000,9571,1276,3,1.0,5,1.0,350.0,1,0,1,0.0,0,0,0,0,TA,TA,TA,TA,3,100,"Edwards, 1Story, central air, garage, basement",Medium Quality
905452040,Edwards,1Fam 2Story Class 60,2Story,1946,6,7,154400,9350,1639,3,1.5,6,1.0,240.0,1,1,1,342.0,0,1,0,0,Gd,TA,Ex,TA,6,100,"Edwards, 2Story, central air, garage, basement, fireplace, porch",Medium Quality
905452050,Edwards,1Fam 1Story Class 30,1Story,1941,4,6,113000,9340,672,2,1.0,4,1.0,234.0,1,0,1,344.0,0,1,0,0,TA,TA,TA,TA,5,100,"Edwards, 1Story, central air, garage, basement, , porch",Low Quality
905475160,Edwards,1Fam 1Story Class 20,1Story,1954,5,6,125000,7440,1089,3,1.0,5,1.0,252.0,1,1,1,173.0,1,0,0,1,TA,TA,TA,TA,7,100,"Edwards, 1Story, central air, garage, basement, fireplace, deck",Medium Quality
905475500,Edwards,1Fam 1Story Class 20,1Story,1957,4,3,84000,11500,845,3,1.0,5,1.0,290.0,0,0,0,0.0,1,0,0,0,TA,TA,Ex,TA,2,90,"Edwards, 1Story, garage, , deck",Low Quality
905476230,Edwards,TwnhsE 1Story Class 120,1Story,1984,5,5,139500,4235,1049,2,2.0,5,1.0,266.0,1,0,1,945.0,0,1,0,0,Gd,Gd,TA,TA,5,100,"Edwards, 1Story, central air, garage, basement, , porch",Medium Quality
905478030,Edwards,1Fam 1.5Fin Class 50,1.5Fin,1949,5,4,131000,11409,1716,3,1.5,8,1.0,281.0,1,1,1,292.0,0,0,0,0,TA,TA,Gd,TA,5,100,"Edwards, 1.5Fin, central air, garage, basement, fireplace",Medium Quality
905480030,Edwards,1Fam 1.5Fin Class 50,1.5Fin,1939,6,5,105000,9060,1258,2,1.0,6,1.0,280.0,1,0,1,204.0,0,0,0,1,TA,TA,TA,TA,5,100,"Edwards, 1.5Fin, central air, garage, basement",Medium Quality
905480210,Edwards,1Fam 2Story Class 70,2Story,1940,4,5,108000,9084,1510,4,1.0,7,1.0,296.0,1,1,1,0.0,1,0,0,1,TA,TA,TA,Fa,6,100,"Edwards, 2Story, central air, garage, basement, fireplace, deck",Low Quality
906201021,SawyerW,1Fam SLvl Class 80,SLvl,1990,7,6,162000,10778,1061,1,1.5,4,2.0,462.0,1,0,1,746.0,1,1,0,0,Gd,Gd,Gd,TA,6,100,"SawyerW, SLvl, central air, garage, basement, deck, porch",High Quality
906201050,SawyerW,1Fam SLvl Class 80,SLvl,1983,6,5,156500,19255,1338,2,1.5,5,2.0,576.0,1,1,1,520.0,0,0,0,0,Gd,Gd,Gd,TA,5,100,"SawyerW, SLvl, central air, garage, basement, fireplace",Medium Quality
906201130,SawyerW,1Fam 1.5Fin Class 50,1.5Fin,1983,8,8,316600,12327,2132,1,1.5,5,2.0,612.0,1,1,1,1441.0,1,1,0,0,Gd,Gd,Ex,Gd,7,100,"SawyerW, 1.5Fin, central air, garage, basement, fireplace, deck, porch",High Quality
906203120,SawyerW,1Fam 1Story Class 20,1Story,1990,7,7,271900,14684,2196,3,2.0,7,3.0,701.0,1,1,1,662.0,1,1,0,0,Gd,Gd,Gd,TA,7,100,"SawyerW, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906223060,SawyerW,1Fam 2Story Class 60,2Story,1993,7,5,213000,9317,1775,3,2.5,7,2.0,425.0,1,1,1,513.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"SawyerW, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
906223080,SawyerW,1Fam 2Story Class 60,2Story,1993,7,5,239900,10560,1879,3,2.5,8,2.0,473.0,1,1,1,474.0,1,1,0,1,Gd,Gd,Ex,TA,8,100,"SawyerW, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
906223210,SawyerW,1Fam 2Story Class 60,2Story,1995,8,5,239500,9828,2020,3,2.5,8,2.0,466.0,1,1,1,584.0,0,1,0,0,Gd,Gd,Ex,TA,6,100,"SawyerW, 2Story, central air, garage, basement, fireplace, porch",High Quality
906226060,SawyerW,1Fam 2Story Class 70,2Story,1880,5,7,131000,26400,2016,4,1.0,7,2.0,576.0,1,1,0,0.0,0,0,0,0,TA,Gd,Ex,TA,3,100,"SawyerW, 2Story, central air, garage, fireplace",Medium Quality
906226070,SawyerW,Duplex 1Story Class 90,1Story,1979,5,5,118964,7018,1535,4,2.0,8,2.0,410.0,1,0,0,0.0,0,0,0,0,TA,TA,TA,TA,2,90,"SawyerW, 1Story, central air, garage",Medium Quality
906226080,SawyerW,Duplex SFoyer Class 90,SFoyer,1979,5,5,153337,7018,1224,2,1.0,6,2.0,528.0,1,2,1,1086.0,1,0,0,0,TA,TA,TA,TA,6,100,"SawyerW, SFoyer, central air, garage, basement, fireplace, deck",Medium Quality
906226090,SawyerW,Duplex 2Story Class 90,2Story,1979,5,5,147983,7018,2228,6,2.0,8,2.0,720.0,1,0,0,0.0,1,0,0,0,TA,TA,TA,TA,3,100,"SawyerW, 2Story, central air, garage, , deck",Medium Quality
906226100,SawyerW,Duplex 1Story Class 90,1Story,1979,5,5,118858,7018,1535,4,2.0,8,2.0,400.0,1,0,0,0.0,0,0,0,1,TA,TA,TA,TA,3,100,"SawyerW, 1Story, central air, garage",Medium Quality
906226110,SawyerW,Duplex 1Story Class 90,1Story,1979,5,5,118858,7018,1535,4,2.0,8,2.0,400.0,1,0,0,0.0,0,0,0,0,TA,TA,TA,TA,2,90,"SawyerW, 1Story, central air, garage",Medium Quality
906226120,SawyerW,Duplex 2Story Class 90,2Story,1979,5,5,142953,7018,2240,6,2.0,12,2.0,528.0,1,0,0,0.0,1,0,0,0,TA,TA,TA,TA,3,100,"SawyerW, 2Story, central air, garage, , deck",Medium Quality
906226130,SawyerW,Duplex SFoyer Class 90,SFoyer,1979,5,5,148325,7040,1229,2,1.0,6,2.0,672.0,1,2,1,1094.0,1,0,0,0,Gd,TA,TA,TA,6,100,"SawyerW, SFoyer, central air, garage, basement, fireplace, deck",Medium Quality
906226140,SawyerW,Duplex 1Story Class 90,1Story,1979,5,5,113722,7007,1513,4,2.0,8,2.0,400.0,1,0,0,0.0,0,0,0,0,TA,TA,TA,TA,2,90,"SawyerW, 1Story, central air, garage",Medium Quality
906230010,SawyerW,Duplex 2Story Class 90,2Story,2000,7,5,269500,11855,2787,6,5.0,8,4.0,820.0,1,2,1,820.0,1,0,0,0,TA,TA,Ex,TA,6,100,"SawyerW, 2Story, central air, garage, basement, fireplace, deck",High Quality
906230020,SawyerW,Duplex 2Story Class 90,2Story,2000,7,5,269500,7939,2787,6,5.0,8,4.0,820.0,1,2,1,820.0,1,0,0,0,TA,TA,Ex,TA,6,100,"SawyerW, 2Story, central air, garage, basement, fireplace, deck",High Quality
906230030,SawyerW,Duplex 2Story Class 90,2Story,2000,7,5,269500,7976,2787,6,5.0,8,4.0,820.0,1,2,1,820.0,1,0,0,0,TA,TA,Ex,TA,6,100,"SawyerW, 2Story, central air, garage, basement, fireplace, deck",High Quality
906340100,CollgCr,1Fam 1Story Class 20,1Story,2009,9,5,323262,10933,1680,1,1.5,8,3.0,1138.0,1,1,1,1021.0,1,1,0,0,Ex,Ex,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906340110,CollgCr,1Fam 1Story Class 20,1Story,2007,8,5,297000,10637,1718,3,2.0,7,3.0,826.0,1,1,1,1288.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906340120,CollgCr,1Fam 1Story Class 20,1Story,2008,8,5,295493,10226,1630,3,2.0,8,3.0,860.0,1,1,1,0.0,1,1,0,0,Ex,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906340130,CollgCr,1Fam 1Story Class 20,1Story,2008,9,5,332000,10816,1720,3,2.0,8,3.0,846.0,1,1,1,1104.0,1,1,0,0,Ex,Ex,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906378110,CollgCr,1Fam 1Story Class 20,1Story,2008,8,5,239900,9178,1468,3,2.0,6,3.0,904.0,1,1,1,0.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906380050,CollgCr,1Fam 2Story Class 60,2Story,2007,8,5,212000,10769,1768,3,2.5,7,2.0,578.0,1,0,1,20.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 2Story, central air, garage, basement, deck, porch",High Quality
906380060,CollgCr,1Fam 1Story Class 20,1Story,2007,8,5,272500,11422,1838,3,2.0,7,2.0,524.0,1,2,1,1359.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906380100,CollgCr,1Fam 1Story Class 20,1Story,2007,9,5,239000,11923,1800,2,2.0,7,2.0,702.0,1,0,1,0.0,1,1,0,0,Ex,Gd,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, deck, porch",High Quality
906380130,CollgCr,1Fam 1Story Class 20,1Story,2006,7,5,220000,8814,1604,3,2.5,8,2.0,660.0,1,1,1,1334.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906380210,CollgCr,1Fam 1Story Class 20,1Story,2007,7,5,200000,6762,1290,2,2.0,6,2.0,662.0,1,1,1,902.0,1,0,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck",High Quality
906380220,CollgCr,1Fam 1Story Class 20,1Story,2008,8,5,221800,10324,1254,2,2.0,5,3.0,810.0,1,0,1,872.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, deck, porch",High Quality
906392070,CollgCr,1Fam 1Story Class 20,1Story,2007,7,5,194500,7314,1232,2,2.0,6,2.0,632.0,1,0,1,724.0,1,0,0,0,Gd,Gd,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, deck",High Quality
906392110,CollgCr,1Fam 1Story Class 20,1Story,2005,8,5,237000,11645,1498,3,2.0,7,3.0,844.0,1,1,1,24.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
906392130,CollgCr,1Fam 2Story Class 60,2Story,2005,6,5,173000,11646,1422,3,2.5,7,2.0,440.0,1,1,1,0.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 2Story, central air, garage, basement, fireplace, deck, porch",Medium Quality
906402060,SawyerW,1Fam SLvl Class 80,SLvl,1989,7,5,275000,12800,1644,2,2.0,5,2.0,569.0,1,1,1,1518.0,1,0,0,0,Gd,Gd,Gd,TA,6,100,"SawyerW, SLvl, central air, garage, basement, fireplace, deck",High Quality
906426210,ClearCr,1Fam 2Story Class 60,2Story,1992,7,5,233500,16698,1759,3,2.5,7,2.0,525.0,1,1,1,800.0,1,1,0,0,Gd,Gd,Gd,TA,7,100,"ClearCr, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
906475070,ClearCr,1Fam 2Story Class 60,2Story,1967,5,5,185000,28698,2126,3,2.5,7,2.0,538.0,1,0,1,1013.0,1,0,0,0,TA,TA,TA,TA,5,100,"ClearCr, 2Story, central air, garage, basement, deck",Medium Quality
907126010,CollgCr,1Fam 1Story Class 20,1Story,1996,5,5,152000,12464,1040,3,1.0,6,2.0,576.0,1,0,1,732.0,1,0,0,1,Gd,TA,Gd,TA,6,100,"CollgCr, 1Story, central air, garage, basement, deck",Medium Quality
907126050,CollgCr,1Fam 1Story Class 20,1Story,1994,5,7,143000,9757,990,3,1.0,5,1.0,440.0,1,0,1,755.0,1,0,0,0,TA,TA,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, deck",Medium Quality
907130100,CollgCr,1Fam 2Story Class 60,2Story,1997,6,5,231500,15426,1764,3,2.5,7,2.0,470.0,1,0,1,821.0,1,1,0,1,Gd,TA,Ex,TA,7,100,"CollgCr, 2Story, central air, garage, basement, deck, porch",Medium Quality
907131090,CollgCr,1Fam 2Story Class 60,2Story,1996,7,6,212000,10667,1661,3,2.5,6,2.0,550.0,1,1,1,729.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"CollgCr, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
907131190,CollgCr,1Fam 1Story Class 20,1Story,1998,7,5,207000,14753,1463,3,2.0,5,2.0,539.0,1,0,1,950.0,0,1,0,1,TA,TA,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, , porch",High Quality
907135040,CollgCr,1Fam 1Story Class 20,1Story,1994,5,5,145000,10859,1097,3,1.5,6,2.0,672.0,1,0,1,0.0,1,1,0,0,TA,TA,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, deck, porch",Medium Quality
907135170,CollgCr,1Fam 1Story Class 20,1Story,1994,5,5,138000,8072,990,3,1.0,5,2.0,480.0,1,0,1,746.0,0,1,0,0,TA,TA,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, , porch",Medium Quality
907175100,CollgCr,1Fam 2Story Class 60,2Story,1998,7,5,197900,10400,1779,3,2.5,6,2.0,546.0,1,0,1,0.0,1,1,0,0,Gd,TA,Ex,TA,5,100,"CollgCr, 2Story, central air, garage, basement, deck, porch",High Quality
907180130,CollgCr,1Fam 1Story Class 20,1Story,1999,7,5,204000,10335,1501,3,2.0,6,2.0,577.0,1,0,1,679.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, deck, porch",High Quality
907181100,CollgCr,1Fam 1Story Class 20,1Story,1999,7,5,192000,9017,1431,3,2.0,6,2.0,666.0,1,0,1,560.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, , porch",High Quality
907185050,CollgCr,1Fam 2Story Class 60,2Story,1998,6,5,200000,8750,1772,3,2.5,7,2.0,492.0,1,1,1,606.0,1,1,0,0,TA,TA,Ex,TA,7,100,"CollgCr, 2Story, central air, garage, basement, fireplace, deck, porch",Medium Quality
907192030,CollgCr,1Fam 2Story Class 60,2Story,2002,7,5,195000,8935,1660,3,2.5,7,2.0,493.0,1,0,1,0.0,1,1,0,0,Gd,Gd,Ex,TA,5,100,"CollgCr, 2Story, central air, garage, basement, deck, porch",High Quality
907192090,CollgCr,1Fam 1Story Class 20,1Story,2002,7,5,227000,9808,1573,3,2.0,6,2.0,544.0,1,0,1,788.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, , porch",High Quality
907194010,CollgCr,1Fam 2Story Class 60,2Story,2001,7,5,230000,12420,1840,3,2.5,6,2.0,622.0,1,0,1,666.0,0,1,0,0,Gd,Gd,Ex,TA,5,100,"CollgCr, 2Story, central air, garage, basement, , porch",High Quality
907194110,CollgCr,1Fam 1Story Class 20,1Story,2001,7,5,187100,16285,1430,3,2.0,6,2.0,605.0,1,0,1,0.0,0,1,0,0,Gd,Gd,Ex,TA,4,100,"CollgCr, 1Story, central air, garage, basement, , porch",High Quality
907194160,CollgCr,1Fam 1Story Class 20,1Story,2002,7,5,203000,10739,1444,3,2.0,6,2.0,577.0,1,0,1,1259.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, deck, porch",High Quality
907196060,CollgCr,1Fam 1Story Class 20,1Story,2001,7,5,201000,11166,1492,3,2.0,6,2.0,608.0,1,1,1,24.0,0,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, fireplace, porch",High Quality
907200230,CollgCr,1Fam 1Story Class 20,1Story,1978,5,5,124000,8430,1040,3,2.0,5,0.0,0.0,1,0,1,616.0,0,0,0,0,TA,TA,TA,NA,3,100,"CollgCr, 1Story, central air, basement",Medium Quality
907201220,CollgCr,1Fam 1Story Class 20,1Story,1978,5,5,140000,16269,907,3,1.0,5,1.0,343.0,1,0,1,625.0,1,0,0,1,TA,TA,TA,TA,6,100,"CollgCr, 1Story, central air, garage, basement, deck",Medium Quality
907201280,CollgCr,1Fam 1Story Class 20,1Story,1979,5,7,134900,6950,914,2,1.0,5,2.0,444.0,1,0,1,782.0,0,0,0,0,TA,TA,TA,TA,4,100,"CollgCr, 1Story, central air, garage, basement",Medium Quality
907202050,CollgCr,1Fam 1Story Class 20,1Story,1977,5,7,150500,8800,1040,3,2.0,5,2.0,484.0,1,0,1,676.0,0,0,0,0,Gd,TA,TA,TA,4,100,"CollgCr, 1Story, central air, garage, basement",Medium Quality
907202080,CollgCr,1Fam 1Story Class 20,1Story,1978,5,8,136500,7000,864,3,1.0,6,1.0,336.0,1,0,1,646.0,0,0,0,1,TA,Gd,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement",Medium Quality
907202130,CollgCr,1Fam 1Story Class 20,1Story,1977,5,7,143500,9286,1268,3,1.5,5,1.0,252.0,1,0,1,196.0,1,0,0,0,Gd,TA,TA,TA,5,100,"CollgCr, 1Story, central air, garage, basement, deck",Medium Quality
907227030,CollgCr,1Fam 1Story Class 20,1Story,1972,5,6,133500,15523,864,3,1.0,5,1.0,338.0,1,1,1,460.0,0,0,0,0,TA,TA,Ex,TA,5,100,"CollgCr, 1Story, central air, garage, basement, fireplace",Medium Quality
907227080,CollgCr,1Fam 1Story Class 20,1Story,1972,5,5,123000,7200,894,2,1.0,6,2.0,600.0,1,0,1,777.0,1,0,0,0,TA,TA,TA,TA,5,100,"CollgCr, 1Story, central air, garage, basement, deck",Medium Quality
907227110,CollgCr,1Fam SFoyer Class 85,SFoyer,1972,5,8,133900,7200,768,2,1.0,5,1.0,396.0,1,0,1,660.0,1,0,0,1,TA,TA,Gd,TA,6,100,"CollgCr, SFoyer, central air, garage, basement, deck",Medium Quality
907227290,CollgCr,1Fam SFoyer Class 85,SFoyer,1972,5,7,133000,8445,768,2,1.0,5,2.0,396.0,1,0,1,656.0,1,0,0,1,TA,TA,TA,TA,6,100,"CollgCr, SFoyer, central air, garage, basement, deck",Medium Quality
907250070,CollgCr,1Fam 1Story Class 20,1Story,2002,7,5,250000,11664,1611,3,2.0,6,3.0,1231.0,1,0,1,1234.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, deck, porch",High Quality
907252060,CollgCr,1Fam 2Story Class 60,2Story,2003,8,5,254750,12334,2184,4,2.5,8,2.0,570.0,1,1,1,0.0,1,1,0,0,Gd,Gd,Ex,TA,6,100,"CollgCr, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
907252210,CollgCr,1Fam 1Story Class 20,1Story,2001,8,5,236500,11838,1788,3,2.0,7,2.0,522.0,1,1,1,0.0,1,1,0,0,Ex,Gd,Ex,TA,6,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
907252220,CollgCr,1Fam 2Story Class 60,2Story,2001,8,5,261500,11885,1872,3,2.5,7,2.0,531.0,1,1,1,990.0,1,1,0,0,Ex,Gd,Ex,TA,7,100,"CollgCr, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
907253130,CollgCr,1Fam 2Story Class 60,2Story,2000,9,5,313000,11050,2153,3,2.5,8,3.0,736.0,1,2,1,904.0,1,1,0,0,Ex,Gd,Ex,TA,7,100,"CollgCr, 2Story, central air, garage, basement, fireplace, deck, porch",High Quality
907260030,CollgCr,1Fam 2Story Class 60,2Story,2002,7,5,198500,8749,1725,3,2.5,6,2.0,550.0,1,0,1,0.0,0,1,0,0,Gd,Gd,Ex,TA,4,100,"CollgCr, 2Story, central air, garage, basement, , porch",High Quality
907265010,CollgCr,1Fam 2Story Class 60,2Story,2001,7,5,211000,11250,1870,3,2.5,6,2.0,608.0,1,0,1,0.0,1,1,0,0,Gd,Gd,Ex,TA,5,100,"CollgCr, 2Story, central air, garage, basement, deck, porch",High Quality
907275010,CollgCr,1Fam 1Story Class 20,1Story,1999,8,5,220000,15750,1513,2,2.0,5,2.0,521.0,1,1,1,1246.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
907275090,CollgCr,1Fam 1Story Class 20,1Story,1996,7,5,203000,11883,1504,3,2.0,6,2.0,478.0,1,1,1,690.0,1,1,0,0,Gd,Gd,Ex,TA,7,100,"CollgCr, 1Story, central air, garage, basement, fireplace, deck, porch",High Quality
